ticket,type,client,issuer,inquiry,state,meta,answer
2018030663000020,Anmeldung / Aktivierung,hep,3,ich kann meine beiden coupons nicht einlösen: 1c601c8a1bfd gesellschaft eba 4d9905c8e42a gesellschaft eba arbeitsheft ich habe diese bücher gekauft und hatte schlechte internetverbindung. danke für ihre hilfe,closed_app_misuse,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-03-06 09:27:31 MEZ | Last install: | Application starts: 1 | Unique Device : 94898546ce94948f7f2cbc0f647e1120 | ,Benutzername angepasst
2018030663000050,Fehler in der App,SVBA,3,nach dem mein antivirus abgeloffen ist habe ich bemerkt dass meine aufgaben die ich am vortag gemacht habe nicht gespeichert wurden. manchmal sind diese dateien am nächsten tag vorhanden aber spätestens eine woche später sind diese nicht mehr vorhanden. ich weiss selber nicht wie ich diesen fehler reproduziere. dateien werden nicht gespeichert nach dem mein laptop runtergefahren wurde was ist das erwartete resultat?,closed_waiting_for_reply,App: beook 5.0.5 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-13 08:54:29 MESZ | Last install: 2017-11-29 10:34:55 MEZ | Application starts: 61 | Unique Device : e35b6d34f381ece8defe16c0f06032d0 | ,Benutzername angepasst
2018030863000040,Anmeldung / Aktivierung,SVBA,3,wäre sehr froh wenn ich das buch heue noch benutzen könnte hab leider immer noch kein bescheid?,closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-07 16:19:12 MESZ | Last install: 2017-12-21 08:32:19 MEZ | Application starts: 16 | Unique Device : 0f7857f8fe0042e15ddcc39d959ded42 | ,Anmeldung mit falscher E-Mail
2018030863000100,Geräteanzahl überschritten,VSRT-BBZ,3,könnten sie mir alle geräte nochmals zurücksetzen,closed_max_devices,User account exists: Yes | | App: beook v5.0.4 | Jailbroken: No | Model: iPhone | Platform: iPhone94 | System Name: iOS | System Version: 11.2.6 | First install: 2017-10-15 11:59:13 MESZ | Application starts: 2 | Unique Device : 0d732106464926ff1a6dbf6b12ea8785 | UI Type: Simple ? | ,beook RCP: Workspace löschen
2018030863000110,Anmeldung / Aktivierung,hep,3," ich kann meinen coupon nicht einlösen. coupon-code: 5ec179bcc521 fehlermeldung: \""ungültige aktivierungscode\"" besten dank für die hilfe. ",closed_app_misuse,App: eLehrmittel 4.3.1 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-03-06 16:35:25 MEZ | Last install: | Application starts: 4 | Unique Device : 3412984528ee8f621310d24240760bce | ,Benutzername angepasst
2018031163000020,Anmeldung / Aktivierung,hep,3,nach einer neuinstallation neuer pc habe ich die hep app für windows heruntergeladen. ich musste mein account angeben und wählte irrtümlich meinen geschäftsaccount-> xxx@xxx.xx. auf diesem ist jedoch das lehrmittel nicht hinterlegt es ist auf dem privaten account xxx@xxx.xx gespeichert. ich versuchte vergeblich das konto auf der app zu ändern deinstallierte es mehreremale und lud es neu. leider vergeblich ich komme nicht mehr an dieser kontoeingabe vorbei! können sie mir weiterhelfen und ev. meine beiden konten zusammenlegen? vielen dank! freundliche grüsse astrid stutz,closed_app_misuse,App: eLehrmittel 4.6.2 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-03-10 18:21:00 MEZ | Last install: | Application starts: 8 | Unique Device : 75358e64132a30d55ee6e292cef03c09 | ,Anmeldung mit falscher E-Mail
2018031363000010,Fehler in der App,Swissmem,3,ich kann leider immer noch nicht auf kapitel 7 im krbk2 zugreifen. ich habe es bereits mit aktualisieren und neu anmelden probiert. danke für ihre bemühungen und freundliche grüsse,closed successful,App: Swissmem eBOOK 4.6.2 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-17 08:12:25 MESZ | Last install: 2018-03-13 07:21:42 MEZ | Application starts: 114 | Unique Device : 84017080b6dd4e3b63cd6f32fc3510c4 | ,Anmeldung mit falscher E-Mail
2018031363000020,Anmeldung / Aktivierung,FOMA,3,im september habe ich das passwort für die chemietechnik-app eingegeben. es hat 1-2 wochen einwandfrei funktioniert bis die app abgestürzt ist und ich den aktivierungscode wieder eingeben musste! leider habe ich diesen verloren. können sie mir helfen? finden sie möglicherweise meinen schlüssel irgendwo in der aktivierungshistory herzlichen dank für die hilfe freundliche grüss,closed_waiting_for_reply,App: beook 5.0.4 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-13 16:43:32 MESZ | Last install: 2017-11-07 07:50:33 MEZ | Application starts: 76 | Unique Device : d72910f3a9624f4029899ec6ca973dbf | ,Anmeldung - Hinweise für Aktivierung
2018031363000060,Anmeldung / Aktivierung,WINGS,3,ich habe mich registriert kann aber meine bücher nicht aktualisieren. anmeldung fehlgeschlagen. können sie mir bitte helfen? freundliche grüsse,closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-06 17:03:25 MESZ | Last install: 2018-02-28 09:30:07 MEZ | Application starts: 12 | Unique Device : b623772b05dc6301a1c63ccbfa4c88a5 | ,Anmeldung mit falscher E-Mail
2018031363000080,Fehler in der App,Swissmem,3,auf swissmem-cloud gespeicherter inhalt wird manchmal nicht abgerufen.,closed successful,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-10-26 14:05:48 MESZ | Last install: 2018-03-06 07:58:51 MEZ | Application starts: 57 | Unique Device : f15712888d352d920b17f0cefa4f7d66 | ,Benutzername angepasst
2018031563000020,Fehler in der App,hep,3,bei mir ist ein problem mit dem elehrmittel aufgetreten. das kapitel 4 im abu funktioniert nicht ich kann zu diesmem kapitel keine aufgaben lösen. ich habe schon versucht mich abzumelden und wieder anzumelden sowie das ganze zu aktualisieren. doch es hat trotzdem nicht funktioniert. ich würde mich freuen wenn sie mir bei diesem problem weiter helfen könnten. freundliche grüsse lea-maria calvo 17e,closed_app_misuse,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-10 11:50:12 MESZ | Last install: | Application starts: 71 | Unique Device : efbbe1bb422baf214f0f2afdd94fbb9d | ,"Altes Ticket, Problem gelöst?"
2018031663000010,Anmeldung / Aktivierung,Swissmem,3,aktivierungscode : ot4g-5p57-rvd7 topdesign aktivierungscode: tdje-ptba-34u8 normenauszug ich habe meinen laptop neu aufgesetzt danach konnte ich mich mit diesen lizenzen nicht mehr anmelden. in der meldung stand dass ich diese lizenzen maximal auf 4 pc`s installieren kann. sie sind jedoch auf keinem pc installiert.,closed_max_devices,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-01-31 19:20:04 MEZ | Last install: | Application starts: 10 | Unique Device : a15367a97e044fb0ea8506e3b5f7be6d | ,Anmeldung mit falscher E-Mail
2018031663000050,Fehler in der App,VELEDES,3,tablet hat test laut lernenden selber beendet. danach hat er eine note 2.5 obwohl alle fragen beantwortet. durfte test nochmal offline mache . 3. -> gut möglich selber beendet. test war am 15.3,closed_app_misuse,App: beook 5.0.5 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.10.49-5829642 | First install: 2017-05-04 14:21:31 MESZ | Last install: 2017-12-13 16:35:19 MEZ | Application starts: 141 | Unique Device : 177afe9459725471ac23760e141d05fe | ,beook RCP: Workspace löschen
2018031963000040,Fehler in der App,Swissmem,3,kapitel 6 übung 25: nr 6 waagrecht passt nicht muss um 3 felder nach rechts geschoben werden. und kapitel 6 übung 10 : mass d25 0/-0.5 wird in der lösung nicht korrekt aufgeführt. freundliche grüsse,closed successful,App: Swissmem eBOOK 4.6.2 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-07-04 23:00:47 MESZ | Last install: 2017-08-20 19:27:52 MESZ | Application starts: 109 | Unique Device : 05885076678b5de13c0ca4d7397ce0cf | ,Editierbare Felder verloren bei Aktualisierung
2018031963000050,Geräteanzahl überschritten,VSRT-BBZ,3,ich hatte auf einem hp laptop das beook installiert gehabt dieser laptop geht nichtmehr kann man das rauslöschen.,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.11.6 | First install: 2017-12-13 00:37:30 MEZ | Last install: | Application starts: 12 | Unique Device : 5134649d4e13fe18b748cc6dc96b02c4 | ,beook RCP: Workspace löschen
2018032063000010,Fehler in der App,SVBA,3,habe gestern der pc heruntergefahren und heute morgen in der schule wieder angestellt auf der seite 765 fahrwerk habe ich den ganzen text ausgefüllt und jetzt ist nichts mer da. die oberen aufgaben habe ich rein gezeichnet und es hat es gespeichert. freundliche grüsse,closed unsuccessful,App: beook 5.0.4 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-10 11:00:24 MESZ | Last install: 2017-11-07 07:32:50 MEZ | Application starts: 68 | Unique Device : a9432f58f62fb0f8b10fe689db5a499f | ,beook RCP: Workspace löschen
2018032063000040,Fehler in der App,SVBA,3,beim sketchpad fehlt eine radiergummi funktion. kein radiergummi nur löschen gleich strg + z was ist das erwartete resultat? gern eine radiergummifunktion zum einzelne pixel radieren einstellbar wie stiftdicke,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-07-07 12:51:31 MESZ | Last install: 2017-11-11 16:55:27 MEZ | Application starts: 73 | Unique Device : ea85e112d4f5a76668b1064dcf85e0db | ,Benutzername angepasst
2018032063000050,Fehler in der App,SVBA,3,der fehler ist dass ich im gesamten fahrwerksabschnitt keine zusatzfragen angezeigt bekomme: nur 0%gelöst und die auswahl welche gelöst/ungelöst etc. wird angezeigt jedoch keine fragen! mit öffnen der app ist der fehler da betrifft aber nur den fahrwerksabschnitt!!! was ist das erwartete resultat? ich möchte gerne die kontrollfragen lösen können...,closed_waiting_for_reply,App: beook 5.0.4 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-22 19:27:26 MESZ | Last install: 2017-11-07 11:41:00 MEZ | Application starts: 215 | Unique Device : e5d25bb660000a80073a5059de2b6b82 | ,Benutzername angepasst
2018032063000130,Fehler in der App,BEOOK,3,die eingetragenen lösungen sind nach wechseln der seite ca. zur hälfte auf die jenige seite übertragen worden auf die ich gewechselt habe. zudem sind einzelne bilder in die man z.b. stromwege einzeichnen soll nicht bearbeitbar. was ist das erwartete resultat? die eingetragenen lösungen/wörter sollten in den entsprechenden felde/seiten bleiben + alle bilder sollten bearbeitbar sein.,closed_app_misuse,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-25 14:30:37 MESZ | Last install: 2017-11-09 14:41:39 MEZ | Application starts: 119 | Unique Device : 7f70f22f625063eda5939b4de4f061cc | ,Benutzername angepasst
2018032363000010,Geräteanzahl überschritten,BEOOK_GTX,3,entfernen sie bitte die lizenzen auf den geräten acer und hp. vielen dank.,closed_max_devices,App: beook 5.0.5 | Model: 4 cores | Platform: aarch64 | System Name: Linux | System Version: 3.18.31-perf-gfedb9ec-dirty | First install: 2018-03-23 13:39:52 MEZ | Last install: 2018-03-23 13:39:52 MEZ | Application starts: 1 | Unique Device : a50ec58af04c6ba3a96d0cab40a2f9de | ,beook RCP: Workspace löschen
2018032363000030,Anmeldung / Aktivierung,hep,3,am 23.3.18 hat mein e-lehrmittel ein updade gestartetnach dem update musste ich mich anmelden doch leider wussste ich mein passwort nicht mehr. ich habe die e-mail adresse angegeben um mir das passwort zu sende doch es steht immer die e-mail adresse stimmt nicht.,closed_app_misuse,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-03-23 13:50:21 MEZ | Last install: | Application starts: 5 | Unique Device : 4a15a7af301c911b6f88e24c472db026 | ,Anmeldung mit falscher E-Mail
2018032663000010,Geräteanzahl überschritten,WINGS,3,können sie mir die anzahl überschrittener geräte zurücksetzen? danke. freundliche grüsse,closed_max_devices,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-21 15:21:50 MESZ | Last install: 2018-03-26 07:38:28 MESZ | Application starts: 11 | Unique Device : 1d33cba733e03a268dda0ad510f94539 | ,beook RCP: Workspace löschen
2018032663000030,Geräteanzahl überschritten,WINGS,3,können sie mir bitte die geräteanzahl zurücksetzen? danke im voraus freundliche grüsse,closed_max_devices,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-21 15:11:23 MESZ | Last install: 2018-03-26 07:43:31 MESZ | Application starts: 9 | Unique Device : 1d33cba733e03a268dda0ad510f94539 | ,"App neu starten, Gerätezahl bei Subscription/Folgeauflage"
2018032663000050,Fehler in der App,RICHM,3,im grundlagenbuch 2 auflage ist alles da. wenn ich zur auflage 4 wechsle ist nur noch der auszug vorhanden. was ist das erwartete resultat? das wir lehrer immer die neuste version runterlasen können und dieses unsägliche thema gerätezahl überschritten bei uns nicht mehr erscheint,closed successful,User account exists: Yes | | App: beook v5.0.4 | Jailbroken: No | Model: iPad | Platform: iPad67 | System Name: iOS | System Version: 11.2.5 | First install: 2016-08-11 09:27:26 MESZ | Application starts: 0 | Unique Device : 0bf01caa821c4c60570a30eb61011640 | UI Type: Extended | ,Auszugsmodus nach iOS Update
2018032663000060,Anmeldung / Aktivierung,HFH,3,im kanton glarus läuft die umstellung auf windows 10. daher muss das beook neu installiert werden. ich habe das passwort vergessen. ev. habe ich mich mit folgender mailadresse angemeldet: xxx@xxx.xx mein aktivierungscode lautet:,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-03-26 11:25:32 MESZ | Last install: | Application starts: 1 | Unique Device : 2cf88a17d6383c58897f61d23cf726f3 | ,Anmeldung mit falscher E-Mail
2018032663000090,Anmeldung / Aktivierung,SVBA,3,kann mich mit angegebener emailadresse nicht anmelden.,closed successful,App: beook 4.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-08 21:35:53 MESZ | Last install: 2017-03-06 19:55:16 MEZ | Application starts: 68 | Unique Device : 6750dfab1e4ebcdfd0ab263807baef61 | ,Anmeldung mit falscher E-Mail
2018032663000110,Fehler in der App,SVBA,3,bilder können weder mit doppelklick noch mit rechter maustaste es erscheint kein menü annotiert werden.,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-07 17:39:11 MESZ | Last install: 2017-12-11 15:33:32 MEZ | Application starts: 150 | Unique Device : fb9f54233e85f2d71fd2cc04b4c65102 | ,Benutzername angepasst
2018032663000120,Fehler in der App,SVBA,3,ich kann keine bilder bearbeiten auch nicht mit doppelklick oder rechtsklick,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-04 21:34:23 MESZ | Last install: 2017-11-13 16:20:12 MEZ | Application starts: 149 | Unique Device : db45d6c498c0dfc91aa2d7700d0ffb80 | ,Benutzername angepasst
